% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	correct	ccId
1374	2	3	2	0	0	41	0	1	1	0
1375	1	2	1	0	10	261	0	1	1	0
1375	1	1	2	0	2	65	0	1	1	0
1375	2	3	2	0	0	41	0	1	1	0
1376	1	2	1	0	10	261	0	1	1	0
1376	1	1	2	0	2	65	0	1	1	0
1376	2	3	2	0	0	41	0	1	1	0
1377	1	2	1	0	10	261	0	1	1	0
1377	1	1	2	0	2	65	0	1	1	0
1377	2	3	2	0	0	41	0	1	1	0
1378	1	2	1	0	10	261	0	1	1	0
1378	1	1	2	0	2	65	0	1	1	0
1378	2	4	1	0	2	41	0	1	1	0
1378	2	3	2	0	0	26	0	1	1	0
1378	2	5	3	0	28	749	1	0	0	0
1379	1	2	1	0	10	261	0	1	1	0
1379	1	1	2	0	2	65	0	1	1	0
1379	2	4	1	0	2	41	0	1	1	0
1379	2	3	2	0	0	26	0	1	1	0
1379	2	5	3	0	28	749	1	0	0	0
1380	2	4	1	0	2	41	0	1	1	0
1380	2	3	2	0	0	26	0	1	1	0
1380	2	5	3	0	28	749	1	0	1	0
1381	2	3	2	0	0	41	0	1	1	0
1382	2	3	2	0	0	41	0	1	1	0
1383	2	3	2	0	0	41	0	1	1	0
1384	2	3	2	0	0	41	0	1	1	0
1385	2	4	1	0	2	41	0	1	1	0
1385	2	3	2	0	0	26	0	1	1	0
1385	2	5	3	0	28	749	2	0	1	0
1386	2	4	1	0	2	41	0	1	1	0
1386	2	3	2	0	0	26	0	1	1	0
1386	2	5	3	0	28	749	2	0	1	0
1387	2	3	2	0	0	41	0	1	1	0
1388	2	3	2	0	0	41	0	1	1	0
1389	2	3	2	0	0	41	0	1	1	0
1390	2	3	2	0	0	41	0	1	1	0
1391	2	3	2	0	0	41	0	1	1	0
1392	2	3	2	0	0	41	0	1	1	0
1393	2	3	2	0	0	41	0	1	1	0
1394	2	3	2	0	0	41	0	1	1	0
1395	2	3	2	0	0	41	0	1	1	0
1396	2	3	2	0	0	41	0	1	1	0
1397	2	3	2	0	0	41	0	1	1	0
1398	2	3	2	0	0	41	0	1	1	0
1399	2	3	2	0	0	41	0	1	1	0
1400	2	3	2	0	0	41	0	1	1	0
1401	2	3	2	0	0	41	0	1	1	0
1402	2	3	2	0	0	41	0	1	1	0
1403	2	3	2	0	0	41	0	1	1	0
1404	2	3	2	0	0	41	0	1	1	0
1405	2	3	2	0	0	41	0	1	1	0
1406	2	3	2	0	0	41	0	1	1	0
1407	2	4	1	0	2	65	0	1	1	0
1407	2	3	2	0	0	41	0	1	1	0
1408	2	4	1	0	2	65	0	1	1	0
1409	2	4	1	0	2	65	0	1	1	0
1410	2	4	1	0	2	65	0	1	1	0
1411	2	4	1	0	2	65	0	1	1	0
1412	2	4	1	0	2	65	0	1	1	0
1413	2	4	1	0	2	65	0	1	1	0
1414	2	4	1	0	2	65	0	1	1	0
1415	2	4	1	0	2	65	0	1	1	0
1416	2	4	1	0	2	65	0	1	1	0
1417	2	4	1	0	2	65	0	1	1	0
1418	2	4	1	0	2	65	0	1	1	0
1419	2	4	1	0	2	65	0	1	1	0
1420	2	4	1	0	2	65	0	1	1	0
1421	2	4	1	0	2	65	0	1	1	0
1422	2	4	1	0	2	65	0	1	1	0
1423	2	4	1	0	2	65	0	1	1	0
1424	2	4	1	0	2	65	0	1	1	0
1425	2	4	1	0	2	65	0	1	1	0
1426	2	4	1	0	2	65	0	1	1	0
1427	2	4	1	0	2	65	0	1	1	0
1428	2	4	1	0	2	65	0	1	1	0
1429	2	4	1	0	2	65	0	1	1	0
1430	2	4	1	0	2	65	0	1	1	0
1431	2	4	1	0	2	65	0	1	1	0
1432	2	4	1	0	2	65	0	1	1	0
1433	2	4	1	0	2	65	0	1	1	0
1434	2	4	1	0	2	65	0	1	1	0
1435	2	4	1	0	2	65	0	1	1	0
1436	2	4	1	0	2	65	0	1	1	0
1437	2	4	1	0	2	65	0	1	1	0
1438	2	4	1	0	2	65	0	1	1	0
1439	2	4	1	0	2	65	0	1	1	0
1440	2	4	1	0	2	65	0	1	1	0
1441	2	4	1	0	2	65	0	1	1	0
1442	2	4	1	0	2	65	0	1	1	0
1443	2	4	1	0	2	65	0	1	1	0
1444	2	4	1	0	2	65	0	1	1	0
1445	2	4	1	0	2	65	0	1	1	0
1446	2	4	1	0	2	65	0	1	1	0
1521	2	4	1	0	2	41	0	1	1	0
1521	2	3	2	0	0	26	0	1	1	0
1521	2	5	3	0	12	201	0	1	1	0
1522	2	4	1	0	2	41	0	1	1	0
1522	2	3	2	0	0	26	0	1	1	0
1522	2	5	3	0	12	201	0	1	1	0
1523	2	4	1	0	2	41	0	1	1	0
1523	2	3	2	0	0	26	0	1	1	0
1523	2	5	3	0	12	201	0	1	1	0
1524	2	4	1	0	2	41	0	1	1	0
1524	2	3	2	0	0	26	0	1	1	0
1524	2	5	3	0	12	201	0	1	1	0
1525	2	4	1	0	2	41	0	1	1	0
1525	2	3	2	0	0	26	0	1	1	0
1525	2	5	3	0	12	201	0	1	1	0
1526	2	4	1	0	2	41	0	1	1	0
1526	2	3	2	0	0	26	0	1	1	0
1526	2	5	3	0	12	201	0	1	1	0
1527	1	2	1	0	2	65	0	1	1	0
1527	2	3	2	0	0	26	0	1	1	0
1527	2	5	3	0	12	201	0	1	1	0
1528	1	2	1	0	2	65	0	1	1	0
1528	2	5	3	0	12	201	0	1	1	0
1529	1	2	1	0	2	65	0	1	1	0
1529	2	5	3	0	26	621	0	1	0	0
1530	1	2	1	0	2	65	0	1	1	0
1531	1	2	1	0	2	65	0	1	1	0
1532	1	2	1	0	2	65	0	1	1	0
1533	1	2	1	0	2	65	0	1	1	0
1534	1	2	1	0	2	65	0	1	1	0
1535	1	2	1	0	2	65	0	1	1	0
1536	1	2	1	0	2	65	0	1	1	0
1536	2	5	3	0	26	621	1	0	1	0
1537	1	2	1	0	2	65	0	1	1	0
1538	1	2	1	0	2	65	0	1	1	0
1539	1	2	1	0	2	65	0	1	1	0
1540	1	2	1	0	2	65	0	1	1	0
1541	1	2	1	0	2	65	0	1	1	0
1542	1	2	1	0	2	65	0	1	1	0
1543	1	2	1	0	2	65	0	1	1	0
1544	1	2	1	0	2	65	0	1	1	0
1545	1	2	1	0	2	65	0	1	1	0
1546	1	2	1	0	2	65	0	1	1	0
1547	1	2	1	0	2	65	0	1	1	0
1548	1	2	1	0	2	65	0	1	1	0
1549	1	2	1	0	2	65	0	1	1	0
1550	1	2	1	0	2	65	0	1	1	0
1551	1	2	1	0	2	65	0	1	1	0
1552	1	2	1	0	2	65	0	1	1	0
1553	1	2	1	0	2	65	0	1	1	0
1554	1	2	1	0	2	65	0	1	1	0
1555	1	2	1	0	2	65	0	1	1	0
1556	1	2	1	0	2	65	0	1	1	0
1557	1	2	1	0	2	65	0	1	1	0
1558	1	2	1	0	2	65	0	1	1	0
1559	1	2	1	0	2	65	0	1	1	0
1560	1	2	1	0	2	65	0	1	1	0
1568	2	3	2	0	0	41	0	1	1	0
1569	2	3	2	0	0	41	0	1	1	0
1570	2	3	2	0	0	41	0	1	1	0
1571	2	3	2	0	0	41	0	1	1	0
1572	2	3	2	0	0	41	0	1	1	0
1573	2	3	2	0	0	41	0	1	1	0
1574	2	3	2	0	0	41	0	1	1	0
1575	2	3	2	0	0	41	0	1	1	0
1576	2	3	2	0	0	41	0	1	1	0
1577	2	3	2	0	0	41	0	1	1	0
1578	2	3	2	0	0	41	0	1	1	0
1579	2	3	2	0	0	41	0	1	1	0
1580	2	3	2	0	0	41	0	1	1	0
1581	2	3	2	0	0	41	0	1	1	0
1582	2	3	2	0	0	41	0	1	1	0
1583	2	3	2	0	0	41	0	1	1	0
1584	2	3	2	0	0	41	0	1	1	0
1585	2	3	2	0	0	41	0	1	1	0
1586	2	3	2	0	0	41	0	1	1	0
1587	2	3	2	0	0	41	0	1	1	0
1588	2	3	2	0	0	41	0	1	1	0
1589	2	3	2	0	0	41	0	1	1	0
1590	2	3	2	0	0	41	0	1	1	0
1591	2	3	2	0	0	41	0	1	1	0
1592	2	3	2	0	0	41	0	1	1	0
1593	2	3	2	0	0	41	0	1	1	0
1594	2	3	2	0	0	41	0	1	1	0
1595	2	3	2	0	0	41	0	1	1	0
1596	2	3	2	0	0	41	0	1	1	0
1597	2	3	2	0	0	41	0	1	1	0
1598	2	3	2	0	0	41	0	1	1	0
1599	2	3	2	0	0	41	0	1	1	0
1600	2	3	2	0	0	41	0	1	1	0
1601	2	3	2	0	0	41	0	1	1	0
1602	2	3	2	0	0	41	0	1	1	0
1603	2	3	2	0	0	41	0	1	1	0
1604	2	3	2	0	0	41	0	1	1	0
1605	2	3	2	0	0	41	0	1	1	0
1606	2	3	2	0	0	41	0	1	1	0
1607	2	4	1	0	4	105	0	1	1	0
1607	2	3	2	0	0	41	0	1	1	0
1608	2	4	1	0	4	105	0	1	1	0
1609	2	4	1	0	4	105	0	1	1	0
1610	2	4	1	0	4	105	0	1	1	0
1611	2	4	1	0	4	105	0	1	1	0
1612	2	4	1	0	4	105	0	1	1	0
1613	2	4	1	0	4	105	0	1	1	0
1614	2	4	1	0	4	105	0	1	1	0
1615	2	4	1	0	4	105	0	1	1	0
1616	2	4	1	0	4	105	0	1	1	0
1617	2	4	1	0	4	105	0	1	1	0
1618	2	4	1	0	4	105	0	1	1	0
1619	2	4	1	0	4	105	0	1	1	0
1620	2	4	1	0	4	105	0	1	1	0
1621	2	4	1	0	4	105	0	1	1	0
1622	2	4	1	0	4	105	0	1	1	0
1623	2	4	1	0	4	105	0	1	1	0
1624	2	4	1	0	4	105	0	1	1	0
1625	2	4	1	0	4	105	0	1	1	0
1626	2	4	1	0	4	105	0	1	1	0
1627	2	4	1	0	4	105	0	1	1	0
1628	2	4	1	0	4	105	0	1	1	0
1629	2	4	1	0	4	105	0	1	1	0
1630	2	4	1	0	4	105	0	1	1	0
1631	2	4	1	0	4	105	0	1	1	0
1632	2	4	1	0	4	105	0	1	1	0
1633	2	4	1	0	4	105	0	1	1	0
1634	2	4	1	0	4	105	0	1	1	0
1635	2	4	1	0	4	105	0	1	1	0
1636	2	4	1	0	4	105	0	1	1	0
1637	2	4	1	0	4	105	0	1	1	0
1638	2	4	1	0	4	105	0	1	1	0
1639	2	4	1	0	4	105	0	1	1	0
1640	2	4	1	0	4	105	0	1	1	0
1641	2	4	1	0	4	105	0	1	1	0
1642	2	4	1	0	4	105	0	1	1	0
1643	2	4	1	0	4	105	0	1	1	0
1644	2	4	1	0	4	105	0	1	1	0
1645	2	4	1	0	4	105	0	1	1	0
1646	2	4	1	0	4	105	0	1	1	0
1648	1	1	2	0	4	225	0	1	1	0
1648	2	3	2	0	2	65	0	1	1	0
1649	1	1	2	0	4	225	0	1	1	0
1649	2	3	2	0	2	65	0	1	1	0
1650	1	1	2	0	4	225	0	1	1	0
1650	2	3	2	0	2	65	0	1	1	0
1651	1	1	2	0	4	225	0	1	1	0
1651	2	3	2	0	2	65	0	1	1	0
1652	1	1	2	0	4	225	0	1	1	0
1652	2	3	2	0	2	65	0	1	1	0
1653	1	1	2	0	4	225	0	1	1	0
1653	2	3	2	0	2	65	0	1	1	0
1654	1	1	2	0	4	225	0	1	1	0
1654	2	3	2	0	2	65	0	1	1	0
1655	1	1	2	0	4	225	0	1	1	0
1655	2	3	2	0	2	65	0	1	1	0
1656	1	1	2	0	4	225	0	1	1	0
1656	2	3	2	0	2	65	0	1	1	0
1657	1	1	2	0	4	225	0	1	1	0
1657	2	3	2	0	2	65	0	1	1	0
1658	1	1	2	0	4	225	0	1	1	0
1658	2	3	2	0	2	65	0	1	1	0
1659	1	1	2	0	4	225	0	1	1	0
1659	2	3	2	0	2	65	0	1	1	0
1660	1	1	2	0	4	225	0	1	1	0
1660	2	3	2	0	2	65	0	1	1	0
1661	1	1	2	0	4	225	0	1	1	0
1661	2	3	2	0	2	65	0	1	1	0
1662	1	1	2	0	4	225	0	1	1	0
1662	2	3	2	0	2	65	0	1	1	0
1663	1	1	2	0	4	225	0	1	1	0
1663	2	3	2	0	2	65	0	1	1	0
1664	1	1	2	0	4	225	0	1	1	0
1664	2	3	2	0	2	65	0	1	1	0
1665	1	1	2	0	4	225	0	1	1	0
1665	2	3	2	0	2	65	0	1	1	0
1666	1	1	2	0	4	225	0	1	1	0
1666	2	3	2	0	2	65	0	1	1	0
1667	1	1	2	0	4	225	0	1	1	0
1667	2	3	2	0	2	65	0	1	1	0
1668	1	1	2	0	4	225	0	1	1	0
1668	2	3	2	0	2	65	0	1	1	0
1669	1	1	2	0	4	225	0	1	1	0
1669	2	3	2	0	2	65	0	1	1	0
1670	1	1	2	0	4	225	0	1	1	0
1670	2	3	2	0	2	65	0	1	1	0
1671	1	1	2	0	6	153	0	1	1	0
1671	2	3	2	0	2	41	0	1	1	0
1671	2	5	3	0	28	749	0	1	0	0
1672	1	1	2	0	6	153	0	1	1	0
1672	2	3	2	0	2	41	0	1	1	0
1672	2	5	3	0	28	749	0	1	0	0
1673	1	1	2	0	6	153	0	1	1	0
1673	2	3	2	0	2	41	0	1	1	0
1673	2	5	3	0	28	749	0	1	0	0
1674	1	1	2	0	6	153	0	1	1	0
1674	2	3	2	0	2	65	0	1	1	0
1675	1	1	2	0	6	153	0	1	1	0
1675	2	3	2	0	2	65	0	1	1	0
1676	1	1	2	0	6	153	0	1	1	0
1676	2	3	2	0	2	65	0	1	1	0
1677	1	1	2	0	6	153	0	1	1	0
1677	2	3	2	0	2	65	0	1	1	0
1678	1	1	2	0	6	153	0	1	1	0
1678	2	3	2	0	2	41	0	1	1	0
1678	2	5	3	0	28	749	1	0	1	0
1679	1	1	2	0	6	153	0	1	1	0
1679	2	3	2	0	2	41	0	1	1	0
1679	2	5	3	0	28	749	1	0	1	0
1680	1	1	2	0	6	153	0	1	1	0
1680	2	3	2	0	2	41	0	1	1	0
1680	2	5	3	0	28	749	1	0	1	0
1681	1	1	2	0	6	153	0	1	1	0
1681	2	3	2	0	2	65	0	1	1	0
1682	1	1	2	0	6	153	0	1	1	0
1682	2	3	2	0	2	65	0	1	1	0
1683	1	1	2	0	6	153	0	1	1	0
1683	2	3	2	0	2	65	0	1	1	0
1684	1	1	2	0	6	153	0	1	1	0
1684	2	3	2	0	2	65	0	1	1	0
1685	1	1	2	0	6	153	0	1	1	0
1685	2	3	2	0	2	65	0	1	1	0
1686	1	1	2	0	6	153	0	1	1	0
1686	2	3	2	0	2	65	0	1	1	0
1687	1	1	2	0	6	153	0	1	1	0
1687	2	4	1	0	0	41	0	1	1	0
1687	2	3	2	0	2	65	0	1	1	0
1688	1	1	2	0	0	41	0	1	1	0
1688	2	4	1	0	0	41	0	1	1	0
1688	2	3	2	0	14	389	0	1	1	0
1689	1	1	2	0	0	41	0	1	1	0
1689	2	4	1	0	0	41	0	1	1	0
1689	2	3	2	0	14	389	0	1	1	0
1690	1	1	2	0	0	41	0	1	1	0
1690	2	4	1	0	0	41	0	1	1	0
1690	2	3	2	0	14	389	0	1	1	0
1691	1	1	2	0	0	41	0	1	1	0
1691	2	4	1	0	0	41	0	1	1	0
1691	2	3	2	0	14	389	0	1	0	0
1692	1	1	2	0	0	41	0	1	1	0
1692	2	4	1	0	0	41	0	1	1	0
1692	2	3	2	0	14	389	0	1	0	0
1693	1	1	2	0	0	41	0	1	1	0
1693	2	4	1	0	0	85	0	1	1	0
1694	1	1	2	0	0	41	0	1	1	0
1694	2	4	1	0	0	85	0	1	1	0
1695	1	1	2	0	0	41	0	1	1	0
1695	2	4	1	0	0	85	0	1	1	0
1696	1	1	2	0	0	41	0	1	1	0
1696	2	4	1	0	0	85	0	1	1	0
1697	1	1	2	0	0	41	0	1	1	0
1697	2	4	1	0	0	85	0	1	1	0
1698	1	1	2	0	0	41	0	1	1	0
1698	2	4	1	0	0	85	0	1	1	0
1699	1	1	2	0	0	41	0	1	1	0
1699	2	4	1	0	0	85	0	1	1	0
1700	1	1	2	0	0	41	0	1	1	0
1700	2	4	1	0	0	85	0	1	1	0
1701	1	1	2	0	0	41	0	1	1	0
1701	2	4	1	0	0	85	0	1	1	0
1702	1	1	2	0	0	41	0	1	1	0
1702	2	4	1	0	0	85	0	1	1	0
1703	1	1	2	0	0	41	0	1	1	0
1703	2	4	1	0	0	85	0	1	1	0
1704	1	1	2	0	0	41	0	1	1	0
1704	2	4	1	0	0	85	0	1	1	0
1705	1	1	2	0	0	41	0	1	1	0
1705	2	4	1	0	0	85	0	1	1	0
1706	1	1	2	0	0	41	0	1	1	0
1706	2	4	1	0	0	85	0	1	1	0
1707	1	1	2	0	0	41	0	1	1	0
1707	2	4	1	0	0	85	0	1	1	0
1708	1	1	2	0	0	41	0	1	1	0
1708	2	4	1	0	0	85	0	1	1	0
1709	1	1	2	0	0	41	0	1	1	0
1709	2	4	1	0	0	85	0	1	1	0
1710	1	1	2	0	0	41	0	1	1	0
1710	2	4	1	0	0	85	0	1	1	0
1711	1	1	2	0	0	41	0	1	1	0
1711	2	4	1	0	0	85	0	1	1	0
1712	1	1	2	0	0	41	0	1	1	0
1712	2	4	1	0	0	85	0	1	1	0
1713	1	1	2	0	0	41	0	1	1	0
1713	2	4	1	0	0	85	0	1	1	0
1714	1	1	2	0	0	41	0	1	1	0
1714	2	4	1	0	0	85	0	1	1	0
1715	1	1	2	0	0	41	0	1	1	0
1715	2	4	1	0	0	85	0	1	1	0
1716	1	1	2	0	0	41	0	1	1	0
1716	2	4	1	0	0	85	0	1	1	0
1717	1	1	2	0	0	41	0	1	1	0
1717	2	4	1	0	0	85	0	1	1	0
1718	1	1	2	0	0	41	0	1	1	0
1718	2	4	1	0	0	85	0	1	1	0
1719	1	1	2	0	0	41	0	1	1	0
1719	2	4	1	0	0	85	0	1	1	0
1720	1	1	2	0	0	41	0	1	1	0
1720	2	4	1	0	0	85	0	1	1	0
1721	1	1	2	0	0	41	0	1	1	0
1721	2	4	1	0	0	85	0	1	1	0
1722	1	1	2	0	0	41	0	1	1	0
1722	2	4	1	0	0	85	0	1	1	0
1723	1	1	2	0	0	41	0	1	1	0
1723	2	4	1	0	0	85	0	1	1	0
1724	1	1	2	0	0	41	0	1	1	0
1724	2	4	1	0	0	85	0	1	1	0
1725	1	1	2	0	0	41	0	1	1	0
1725	2	4	1	0	0	85	0	1	1	0
1726	1	1	2	0	0	41	0	1	1	0
1726	2	4	1	0	0	85	0	1	1	0
1727	1	1	2	0	0	41	0	1	1	0
1728	1	1	2	0	0	41	0	1	1	0
1729	1	1	2	0	0	41	0	1	1	0
1730	1	1	2	0	0	41	0	1	1	0
1731	1	1	2	0	0	41	0	1	1	0
1732	1	1	2	0	0	41	0	1	1	0
1733	1	1	2	0	0	41	0	1	1	0
1734	1	1	2	0	0	41	0	1	1	0
1735	1	1	2	0	0	41	0	1	1	0
1736	1	1	2	0	0	41	0	1	1	0
1737	1	1	2	0	0	41	0	1	1	0
1738	1	1	2	0	0	41	0	1	1	0
1739	1	1	2	0	0	41	0	1	1	0
1740	1	1	2	0	0	41	0	1	1	0
1741	1	1	2	0	0	41	0	1	1	0
1742	1	1	2	0	0	41	0	1	1	0
1743	1	1	2	0	0	41	0	1	1	0
1744	1	1	2	0	0	41	0	1	1	0
1745	1	1	2	0	0	41	0	1	1	0
1746	1	1	2	0	0	41	0	1	1	0
1747	1	1	2	0	0	41	0	1	1	0
1748	1	1	2	0	0	41	0	1	1	0
1749	1	1	2	0	0	41	0	1	1	0
1750	1	1	2	0	0	41	0	1	1	0
1751	1	1	2	0	0	41	0	1	1	0
1752	1	1	2	0	0	41	0	1	1	0
1753	1	1	2	0	0	41	0	1	1	0
1754	1	1	2	0	0	41	0	1	1	0
1755	1	1	2	0	0	41	0	1	1	0
1756	1	1	2	0	0	41	0	1	1	0
1757	1	1	2	0	0	41	0	1	1	0
1758	1	1	2	0	0	41	0	1	1	0
1759	1	1	2	0	0	41	0	1	1	0
1760	1	1	2	0	0	41	0	1	1	0
1761	1	1	2	0	0	41	0	1	1	0
1762	1	1	2	0	0	41	0	1	1	0
1763	1	1	2	0	0	41	0	1	1	0
1764	1	1	2	0	0	41	0	1	1	0
1765	1	1	2	0	0	41	0	1	1	0
1766	1	1	2	0	0	41	0	1	1	0
1767	1	2	1	0	10	261	0	1	1	0
1767	1	1	2	0	0	41	0	1	1	0
1768	1	2	1	0	10	261	0	1	1	0
1768	1	1	2	0	4	105	0	1	1	0
1769	1	2	1	0	10	261	0	1	1	0
1769	1	1	2	0	4	105	0	1	1	0
1770	1	2	1	0	10	261	0	1	1	0
1770	1	1	2	0	4	105	0	1	1	0
1771	1	2	1	0	10	261	0	1	1	0
1771	1	1	2	0	4	105	0	1	1	0
1772	1	2	1	0	10	261	0	1	1	0
1772	1	1	2	0	4	105	0	1	1	0
1773	1	2	1	0	10	261	0	1	1	0
1773	1	1	2	0	4	105	0	1	1	0
1774	1	2	1	0	10	261	0	1	1	0
1774	1	1	2	0	4	105	0	1	1	0
1775	1	2	1	0	10	261	0	1	1	0
1775	1	1	2	0	4	105	0	1	1	0
1776	1	1	2	0	4	225	0	1	1	0
1777	1	1	2	0	4	225	0	1	1	0
1821	2	3	2	0	2	41	0	1	1	0
1821	2	5	3	0	28	749	0	1	0	0
1822	2	3	2	0	2	41	0	1	1	0
1822	2	5	3	0	28	749	0	1	0	0
1823	2	3	2	0	2	41	0	1	1	0
1823	2	5	3	0	28	749	0	1	0	0
1847	1	2	1	0	0	41	0	1	1	0
1847	2	4	1	0	4	105	0	1	1	0
1848	1	2	1	0	0	41	0	1	1	0
1848	1	1	2	0	6	153	0	1	1	0
1848	2	4	1	0	4	105	0	1	1	0
1849	1	2	1	0	0	41	0	1	1	0
1849	1	1	2	0	6	153	0	1	1	0
1849	2	4	1	0	4	105	0	1	1	0
1850	1	2	1	0	0	41	0	1	1	0
1850	1	1	2	0	6	153	0	1	1	0
1850	2	4	1	0	4	105	0	1	1	0
1851	1	2	1	0	0	41	0	1	1	0
1851	1	1	2	0	6	153	0	1	1	0
1851	2	4	1	0	4	105	0	1	1	0
1852	1	2	1	0	0	41	0	1	1	0
1852	1	1	2	0	6	153	0	1	1	0
1852	2	4	1	0	4	105	0	1	1	0
1853	1	2	1	0	0	41	0	1	1	0
1853	1	1	2	0	6	153	0	1	1	0
1853	2	4	1	0	4	105	0	1	1	0
1854	1	2	1	0	0	41	0	1	1	0
1854	1	1	2	0	6	153	0	1	1	0
1854	2	4	1	0	4	105	0	1	1	0
1855	1	2	1	0	0	41	0	1	0	0
1855	1	1	2	0	6	153	0	1	1	0
1855	2	4	1	0	4	105	0	1	1	0
1856	1	2	1	0	0	41	0	1	1	0
1856	1	1	2	0	6	153	0	1	1	0
1856	2	4	1	0	4	105	0	1	1	0
1857	1	2	1	0	0	41	0	1	1	0
1857	1	1	2	0	6	153	0	1	1	0
1857	2	4	1	0	4	105	0	1	1	0
1858	1	2	1	0	0	41	0	1	1	0
1858	1	1	2	0	6	153	0	1	1	0
1858	2	4	1	0	4	105	0	1	1	0
1859	1	2	1	0	0	41	0	1	1	0
1859	1	1	2	0	6	153	0	1	1	0
1859	2	4	1	0	4	105	0	1	1	0
1860	1	2	1	0	0	41	0	1	0	0
1860	1	1	2	0	6	153	0	1	1	0
1860	2	4	1	0	4	105	0	1	1	0
1861	1	2	1	0	0	41	0	1	1	0
1861	1	1	2	0	6	153	0	1	1	0
1861	2	4	1	0	4	105	0	1	1	0
1862	1	2	1	0	0	41	0	1	1	0
1862	1	1	2	0	6	153	0	1	0	0
1862	2	4	1	0	4	105	0	1	1	0
1863	2	4	1	0	4	105	0	1	1	0
1864	2	4	1	0	4	105	0	1	1	0
1865	2	4	1	0	4	105	0	1	1	0
1867	2	4	1	0	4	105	0	1	1	0
1868	2	4	1	0	4	105	0	1	1	0
1869	2	4	1	0	4	105	0	1	1	0
1870	2	4	1	0	4	105	0	1	1	0
1871	2	4	1	0	4	105	0	1	1	0
1967	1	2	1	0	4	225	0	1	1	0
1968	1	2	1	0	4	225	0	1	1	0
1969	1	2	1	0	4	225	0	1	1	0
1970	1	2	1	0	4	225	0	1	1	0
1971	1	2	1	0	4	105	0	1	1	0
1971	1	1	2	0	2	65	0	1	1	0
1972	1	2	1	0	4	105	0	1	1	0
1972	1	1	2	0	2	65	0	1	1	0
1973	1	2	1	0	4	105	0	1	1	0
1973	1	1	2	0	2	65	0	1	1	0
1974	1	2	1	0	4	105	0	1	1	0
1974	1	1	2	0	2	65	0	1	1	0
1974	2	5	3	0	28	749	0	1	0	0
1975	1	2	1	0	4	105	0	1	1	0
1975	1	1	2	0	2	65	0	1	1	0
1976	1	2	1	0	4	105	0	1	1	0
1976	1	1	2	0	2	65	0	1	1	0
1976	2	5	3	0	28	749	0	1	0	0
1977	1	2	1	0	4	105	0	1	1	0
1977	1	1	2	0	2	65	0	1	1	0
1977	2	5	3	0	28	749	0	1	0	0
1978	1	2	1	0	4	105	0	1	1	0
1978	1	1	2	0	2	65	0	1	1	0
1979	1	2	1	0	4	105	0	1	1	0
1979	1	1	2	0	2	65	0	1	1	0
1980	1	2	1	0	4	105	0	1	1	0
1980	1	1	2	0	2	65	0	1	1	0
1981	1	2	1	0	4	105	0	1	1	0
1981	1	1	2	0	2	65	0	1	1	0
1982	1	2	1	0	4	105	0	1	1	0
1982	1	1	2	0	2	65	0	1	1	0
1983	1	2	1	0	4	105	0	1	1	0
1983	1	1	2	0	2	65	0	1	1	0
1983	2	5	3	0	28	749	1	0	1	0
1984	1	2	1	0	4	105	0	1	1	0
1984	1	1	2	0	2	65	0	1	1	0
1984	2	5	3	0	28	749	1	0	1	0
1985	1	2	1	0	4	105	0	1	1	0
1985	1	1	2	0	2	65	0	1	1	0
1986	1	2	1	0	4	105	0	1	1	0
1986	1	1	2	0	2	65	0	1	1	0
1987	1	2	1	0	4	105	0	1	1	0
1987	1	1	2	0	2	65	0	1	1	0
1988	1	2	1	0	4	105	0	1	1	0
1988	1	1	2	0	2	65	0	1	1	0
1989	1	2	1	0	4	105	0	1	1	0
1989	1	1	2	0	2	65	0	1	1	0
1990	1	2	1	0	4	105	0	1	1	0
1990	1	1	2	0	2	65	0	1	1	0
1991	1	2	1	0	4	105	0	1	1	0
1991	1	1	2	0	2	65	0	1	1	0
1992	1	2	1	0	4	105	0	1	1	0
1992	1	1	2	0	2	65	0	1	1	0
1993	1	2	1	0	4	105	0	1	1	0
1993	1	1	2	0	2	65	0	1	1	0
1994	1	2	1	0	4	105	0	1	1	0
1994	1	1	2	0	2	65	0	1	1	0
1995	1	2	1	0	4	105	0	1	1	0
1995	1	1	2	0	2	65	0	1	1	0
1995	2	5	3	0	28	749	0	1	0	0
1996	1	2	1	0	4	105	0	1	1	0
1996	1	1	2	0	2	65	0	1	1	0
1996	2	5	3	0	28	749	0	1	0	0
1997	1	2	1	0	4	105	0	1	1	0
1997	1	1	2	0	2	65	0	1	1	0
1997	2	5	3	0	28	749	0	1	0	0
1998	1	2	1	0	4	105	0	1	1	0
1998	1	1	2	0	2	65	0	1	1	0
1999	1	2	1	0	4	105	0	1	0	0
1999	1	1	2	0	2	65	0	1	1	0
2000	1	2	1	0	4	105	0	1	0	0
2000	1	1	2	0	2	65	0	1	1	0
2001	1	2	1	0	4	105	0	1	0	0
2001	1	1	2	0	2	65	0	1	1	0
2002	1	2	1	0	4	105	0	1	0	0
2002	1	1	2	0	2	65	0	1	1	0
2002	2	5	3	0	28	749	1	0	1	0
2003	1	2	1	0	4	105	0	1	0	0
2003	1	1	2	0	2	65	0	1	1	0
2003	2	5	3	0	28	749	1	0	1	0
2004	1	2	1	0	4	105	0	1	0	0
2004	1	1	2	0	2	65	0	1	1	0
2004	2	5	3	0	28	749	1	0	1	0
2007	2	4	1	0	2	65	0	1	1	0
